"Age","DistanceFromHome","DepartmentType","JobRole","JobLevel","JobInvolvement","JobSatisfaction","BusinessTravel","JobStockOptionLevel","WorkEnvironmentSatisfaction","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"44","24","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","1","4","1","1","0","0","Yes"
"38","23","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","1","4","3","2","2","2","No"
"26","16","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","1","3","3","2","2","Yes"
"28","8","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","4","3","5","3","2","No"
"49","10","Research & Development","Research Director","5","3","1","Travel_Frequently","0","3","3","3","2","2","No"
"36","3","Research & Development","Research Scientist","2","3","2","Travel_Rarely","0","3","3","8","0","7","No"
"31","5","Sales","Sales Representative","1","3","2","Travel_Frequently","1","4","2","2","2","2","No"
"26","4","Sales","Sales Executive","2","2","4","Travel_Rarely","0","4","3","8","7","4","Yes"
"37","9","Research & Development","Research Scientist","1","3","4","Travel_Frequently","3","2","2","4","2","2","No"
"42","26","Sales","Sales Executive","4","3","-1","Travel_Frequently","1","3","4","20","4","8","No"
"18","3","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","0","3","3","0","0","0","Yes"
"35","16","Sales","Sales Executive","3","3","2","Travel_Rarely","2","3","2","11","9","9","No"
"36","18","Research & Development","Laboratory Technician","1","4","4","Travel_Frequently","2","3","3","1","0","0","No"
"51","2","Research & Development","Manufacturing Director","2","1","2","Travel_Rarely","1","4","3","4","1","2","No"
"41","2","Sales","Manager","4","3","2","Travel_Rarely","0","4","3","22","10","4","No"
"18","10","Sales","Sales Representative","1","2","3","Travel_Rarely","0","4","3","0","0","0","No"
"28","16","Research & Development","Healthcare Representative","2","4","1","Travel_Rarely","0","2","3","8","3","7","No"
"31","7","Sales","Sales Executive","2","4","4","Travel_Rarely","1","2","2","8","7","7","No"
"39","1","Research & Development","Healthcare Representative","3","4","4","Travel_Rarely","3","3","2","18","10","7","No"
"36","24","Research & Development","Laboratory Technician","2","3","2","Non-Travel","1","2","3","9","8","8","No"
"32","7","Sales","Sales Executive","2","2","3","Travel_Rarely","1","4","2","13","8","8","No"
"38","25","Research & Development","Research Director","3","2","2","Travel_Rarely","1","1","3","10","8","1","No"
"58","1","Research & Development","Healthcare Representative","2","1","3","Non-Travel","1","4","3","5","3","2","No"
"31","5","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","3","3","5","2","3","No"
"31","2","Human Resources","Human Resources","2","2","1","Travel_Rarely","0","1","3","2","2","0","No"
"45","7","Research & Development","Laboratory Technician","3","3","1","Travel_Frequently","1","1","3","24","9","11","No"
"31","2","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","3","1","2","2","2","No"
"33","5","Research & Development","Manager","3","3","2","Travel_Frequently","2","4","3","10","6","8","No"
"39","10","Research & Development","Manager","4","3","1","Travel_Rarely","0","3","3","21","9","10","No"
"43","10","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","0","3","3","8","7","7","No"
"49","1","Research & Development","Healthcare Representative","4","2","3","Travel_Rarely","0","3","3","7","1","7","No"
"52","8","Research & Development","Research Scientist","2","2","2","Travel_Rarely","0","3","2","8","2","7","Yes"
"27","5","Research & Development","Research Scientist","1","3","2","Travel_Rarely","0","3","2","4","3","2","No"
"32","8","Sales","Sales Executive","2","2","2","Travel_Rarely","0","3","3","13","12","9","No"
"27","2","Sales","Sales Executive","2","3","3","Travel_Rarely","0","4","3","5","4","4","No"
"31","7","Sales","Sales Executive","2","3","4","Travel_Rarely","3","4","3","7","7","7","No"
"32","2","Research & Development","Research Scientist","2","4","4","Travel_Rarely","0","1","2","7","7","7","No"
"28","2","Research & Development","Research Scientist","1","1","4","Travel_Rarely","0","1","2","3","2","2","Yes"
"30","28","Research & Development","Research Scientist","2","3","4","Travel_Rarely","2","4","3","10","8","9","No"
"31","7","Research & Development","Manufacturing Director","3","2","3","Travel_Frequently","1","3","3","10","9","9","No"
"39","7","Research & Development","Manager","5","2","4","Travel_Frequently","1","3","3","21","9","3","No"
"39","3","Sales","Sales Executive","2","3","3","Travel_Rarely","0","4","2","1","0","0","Yes"
"33","10","Sales","Sales Executive","2","2","4","Travel_Frequently","0","2","2","7","7","1","No"
"47","5","Research & Development","Research Director","5","3","3","Travel_Rarely","1","4","3","3","2","1","No"
"43","10","Research & Development","Laboratory Technician","2","2","3","Travel_Frequently","1","3","4","9","7","0","No"
"27","1","Sales","Sales Executive","2","3","3","Non-Travel","1","3","3","5","4","4","No"
"54","20","Research & Development","Research Scientist","2","3","3","Travel_Frequently","0","4","2","4","3","3","No"
"43","7","Research & Development","Healthcare Representative","3","3","1","Travel_Rarely","1","3","2","1","0","0","No"
"45","8","Research & Development","Research Scientist","2","3","4","Travel_Rarely","2","4","3","10","9","8","No"
"40","1","Sales","Sales Executive","2","1","4","Travel_Rarely","3","2","2","4","3","2","No"
"29","8","Research & Development","Laboratory Technician","1","1","1","Travel_Rarely","0","2","2","7","7","7","Yes"
"29","9","Research & Development","Laboratory Technician","1","2","4","Travel_Rarely","0","2","3","3","2","2","No"
"30","5","Sales","Sales Executive","2","2","3","Travel_Rarely","3","4","3","10","9","2","No"
"27","7","Sales","Sales Executive","2","3","2","Travel_Rarely","1","2","3","8","7","7","No"
"37","5","Research & Development","Manufacturing Director","2","3","4","Travel_Rarely","2","4","2","6","2","4","No"
"38","15","Research & Development","Research Director","3","2","4","Travel_Rarely","1","3","3","11","10","9","No"
"31","7","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","0","3","2","11","9","10","No"
"29","10","Sales","Sales Executive","2","2","2","Travel_Rarely","2","4","3","7","7","7","No"
"35","5","Research & Development","Manufacturing Director","3","3","2","Travel_Rarely","0","3","3","16","6","13","No"
"23","26","Research & Development","Research Scientist","1","3","4","Travel_Rarely","2","3","2","4","2","2","No"
"41","6","Research & Development","Manufacturing Director","2","2","2","Travel_Rarely","0","4","3","5","4","2","No"
"47","4","Sales","Sales Representative","2","3","3","Travel_Frequently","0","2","3","0","0","0","No"
"42","23","Research & Development","Research Director","4","3","3","Travel_Rarely","0","1","3","1","0","0","No"
"29","2","Sales","Sales Executive","2","3","3","Non-Travel","1","4","2","4","3","2","No"
"42","2","Human Resources","Human Resources","1","3","3","Travel_Rarely","1","3","3","3","2","0","No"
"32","2","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","3","3","8","0","7","No"
"48","29","Sales","Manager","3","3","3","Travel_Rarely","1","1","1","0","0","0","No"
"37","6","Research & Development","Research Scientist","2","4","1","Travel_Rarely","2","3","3","7","7","7","No"
"30","25","Sales","Sales Executive","2","3","3","Non-Travel","1","4","4","2","2","2","No"
"26","1","Sales","Sales Executive","2","3","3","Travel_Rarely","1","3","3","8","7","7","No"
"42","2","Research & Development","Healthcare Representative","2","2","4","Travel_Rarely","0","1","3","1","0","0","No"
"21","1","Sales","Sales Representative","1","2","2","Travel_Frequently","0","1","3","3","2","2","Yes"
"36","1","Sales","Sales Executive","2","3","4","Non-Travel","0","4","3","1","0","0","No"
"36","3","Sales","Sales Executive","3","2","4","Travel_Frequently","1","1","3","13","9","12","No"
"57","1","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","4","3","3","2","2","No"
"40","10","Research & Development","Laboratory Technician","1","4","3","Travel_Rarely","1","4","3","7","7","7","No"
"21","9","Sales","Sales Representative","1","3","4","Non-Travel","0","1","2","3","2","2","No"
"33","5","Sales","Sales Representative","1","3","3","Travel_Rarely","0","4","3","1","0","0","Yes"
"37","10","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","3","3","5","4","3","No"
"46","7","Research & Development","Manufacturing Director","2","3","3","Non-Travel","0","3","4","1","0","0","No"
"41","4","Sales","Sales Executive","2","3","2","Travel_Frequently","0","1","3","8","7","7","Yes"
"50","10","Research & Development","Healthcare Representative","3","2","4","Travel_Rarely","0","4","3","4","3","3","No"
"40","22","Sales","Sales Executive","2","2","3","Travel_Rarely","2","3","3","6","4","0","Yes"
"31","9","Research & Development","Research Scientist","1","2","-3","Travel_Rarely","0","3","3","2","2","2","No"
"21","12","Sales","Sales Representative","1","4","2","Travel_Rarely","0","3","3","1","0","0","Yes"
"29","23","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","4","3","3","2","2","No"
"35","9","Research & Development","Healthcare Representative","2","2","2","Travel_Rarely","0","3","3","1","1","0","No"
"27","1","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","1","4","3","5","2","4","No"
"28","9","Sales","Sales Executive","2","3","4","Travel_Rarely","0","2","3","7","5","7","No"
"49","7","Research & Development","Healthcare Representative","3","2","3","Travel_Rarely","0","2","3","5","2","0","No"
"51","14","Sales","Sales Executive","2","3","4","Travel_Rarely","1","3","2","7","7","7","No"
"36","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","4","3","2","2","2","No"
"34","19","Sales","Sales Executive","2","4","4","Non-Travel","0","1","2","5","2","4","Yes"
"55","2","Research & Development","Manager","4","3","4","Travel_Rarely","0","3","3","5","4","2","No"
"24","10","Sales","Sales Executive","2","3","3","Travel_Rarely","1","4","4","5","2","3","No"
"30","2","Sales","Sales Representative","1","3","2","Travel_Rarely","1","3","3","1","0","0","No"
"26","3","Research & Development","Research Scientist","1","3","1","Travel_Frequently","0","3","3","6","4","4","Yes"
"22","11","Research & Development","Research Scientist","1","3","2","Travel_Rarely","1","1","3","2","1","2","No"
"36","2","Sales","Sales Executive","3","2","3","Travel_Rarely","2","2","3","10","9","0","No"
"30","4","Research & Development","Research Scientist","1","3","4","Travel_Frequently","0","3","3","1","0","0","Yes"
"37","14","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","2","18","7","17","No"
"40","2","Sales","Sales Executive","2","3","2","Travel_Rarely","2","4","3","5","4","3","No"
"42","1","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","2","3","5","2","2","No"
"37","10","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","0","3","2","1","0","1","No"
"43","12","Research & Development","Research Director","4","2","2","Travel_Rarely","1","1","3","25","10","9","No"
"40","2","Research & Development","Laboratory Technician","2","2","3","Travel_Rarely","1","2","3","1","0","0","No"
"54","5","Research & Development","Research Director","5","3","1","Travel_Rarely","1","1","2","4","2","2","No"
"34","4","Sales","Sales Executive","2","3","3","Non-Travel","1","3","3","3","2","2","No"
"31","7","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","1","2","1","13","10","12","No"
"43","21","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","1","4","3","3","2","2","No"
"43","8","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","3","3","5","2","2","No"
"25","4","Sales","Sales Executive","2","2","3","Travel_Rarely","0","2","3","5","4","3","No"
"37","7","Research & Development","Research Scientist","2","3","3","Non-Travel","2","2","3","13","11","7","No"
"31","1","Research & Development","Laboratory Technician","1","2","1","Travel_Rarely","1","4","3","4","2","2","No"
"39","1","Research & Development","Manager","5","3","3","Travel_Frequently","1","2","3","21","8","6","No"
"56","6","Sales","Sales Executive","4","4","1","Travel_Frequently","3","3","2","7","7","7","No"
"30","12","Sales","Sales Executive","2","3","3","Travel_Rarely","0","2","3","5","4","4","No"
"41","1","Sales","Sales Executive","3","4","1","Travel_Rarely","1","2","3","10","7","7","No"
"28","17","Research & Development","Laboratory Technician","2","3","1","Travel_Rarely","1","3","3","10","0","8","No"
"25","3","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","1","3","2","2","2","Yes"
"52","3","Research & Development","Manufacturing Director","3","2","3","Travel_Rarely","0","4","3","5","4","4","No"
"45","10","Research & Development","Research Scientist","1","3","4","Travel_Rarely","2","1","2","2","2","2","No"
"52","4","Research & Development","Manager","4","3","4","Travel_Rarely","0","4","1","5","2","4","No"
"42","29","Research & Development","Research Scientist","2","3","3","Travel_Frequently","1","1","3","5","4","2","No"
"30","2","Research & Development","Manufacturing Director","2","1","4","Travel_Rarely","0","3","3","5","4","2","No"
"60","7","Research & Development","Manager","5","3","1","Travel_Rarely","0","1","1","29","8","10","No"
"46","18","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","1","3","2","10","7","8","No"
"42","28","Research & Development","Healthcare Representative","2","2","4","Travel_Frequently","3","4","4","6","5","4","No"
"24","1","Sales","Sales Representative","1","3","2","Travel_Rarely","0","1","3","5","3","4","Yes"
"34","6","Sales","Sales Representative","1","1","3","Travel_Frequently","1","4","2","2","2","0","Yes"
"38","2","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","1","4","3","1","0","0","No"
"40","2","Sales","Manager","5","3","3","Travel_Rarely","0","3","3","20","15","12","No"
"26","23","Research & Development","Research Scientist","1","3","4","Travel_Rarely","2","1","1","3","2","2","No"
"30","3","Research & Development","Laboratory Technician","1","3","4","Non-Travel","1","3","1","5","3","4","No"
"29","3","Research & Development","Research Director","3","2","3","Travel_Rarely","0","2","3","10","2","7","No"
"29","25","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","3","4","2","2","1","Yes"
"19","2","Human Resources","Human Resources","1","2","4","Travel_Rarely","0","1","4","1","0","0","Yes"
"30","22","Sales","Sales Executive","3","3","1","Non-Travel","0","3","3","9","8","8","No"
"57","29","Sales","Manager","4","2","4","Travel_Rarely","1","1","2","1","0","0","No"
"50","29","Research & Development","Manager","4","2","3","Travel_Rarely","1","2","3","27","10","7","No"
"30","2","Research & Development","Laboratory Technician","1","3","4","Non-Travel","0","3","2","11","7","7","No"
"60","28","Sales","Sales Executive","3","2","1","Travel_Frequently","0","3","4","18","13","11","No"
"47","2","Research & Development","Manufacturing Director","2","3","4","Travel_Rarely","3","1","3","5","0","4","No"
"46","2","Research & Development","Research Director","4","3","3","Travel_Rarely","0","1","1","3","2","1","No"
"35","22","Research & Development","Laboratory Technician","1","1","3","Travel_Rarely","0","4","3","5","4","3","No"
"54","8","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","0","3","3","1","0","0","No"
"34","2","Research & Development","Research Scientist","1","2","3","Travel_Rarely","1","4","3","7","3","7","No"
"46","10","Sales","Sales Executive","3","2","4","Travel_Rarely","1","3","3","3","2","2","No"
"31","9","Research & Development","Manufacturing Director","3","3","2","Travel_Rarely","1","3","4","13","8","8","No"
"33","15","Research & Development","Manager","3","3","3","Travel_Rarely","0","2","4","7","6","7","Yes"
"33","10","Research & Development","Laboratory Technician","1","1","4","Travel_Rarely","3","1","3","4","3","3","Yes"
"30","7","Sales","Sales Representative","1","3","2","Travel_Rarely","0","4","3","3","2","2","No"
"35","7","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","0","4","3","8","7","0","No"
"31","20","Research & Development","Healthcare Representative","3","3","3","Travel_Frequently","0","1","3","1","0","0","Yes"
"34","23","Human Resources","Human Resources","3","3","1","Travel_Frequently","3","2","3","3","2","2","Yes"
"42","5","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","1","2","3","2","2","0","No"
"36","10","Sales","Sales Executive","3","3","4","Non-Travel","0","2","2","10","3","7","No"
"22","7","Research & Development","Laboratory Technician","1","2","3","Travel_Frequently","0","3","3","2","2","2","Yes"
"48","7","Sales","Sales Executive","2","3","4","Travel_Rarely","1","2","3","9","7","7","No"
"55","18","Sales","Manager","4","3","2","Travel_Rarely","0","1","3","10","9","7","No"
"41","10","Sales","Sales Executive","2","3","4","Non-Travel","0","4","3","14","3","10","No"
"35","1","Sales","Sales Executive","2","3","3","Travel_Rarely","0","2","3","11","9","9","No"
"40","6","Research & Development","Manufacturing Director","4","3","3","Travel_Rarely","0","2","3","20","6","13","No"
"39","8","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","1","3","3","8","3","7","No"
"31","2","Sales","Sales Executive","2","3","4","Travel_Rarely","0","2","4","6","5","5","No"
"42","24","Research & Development","Manufacturing Director","3","3","1","Travel_Rarely","1","4","2","10","9","8","No"
"45","2","Sales","Sales Executive","2","3","2","Travel_Rarely","1","4","4","8","7","7","No"
"26","17","Human Resources","Human Resources","1","3","3","Travel_Frequently","1","2","2","7","7","0","Yes"
"29","19","Research & Development","Manufacturing Director","2","3","4","Travel_Rarely","2","4","4","3","2","2","No"
"33","1","Research & Development","Research Director","4","4","3","Travel_Rarely","1","1","3","6","1","5","No"
"31","7","Sales","Manager","3","2","4","Travel_Rarely","1","3","2","5","4","1","No"
"18","5","Sales","Sales Representative","1","3","2","Travel_Frequently","0","2","3","0","0","0","Yes"
"40","28","Sales","Sales Executive","3","1","3","Non-Travel","1","3","3","1","0","1","No"
"41","2","Research & Development","Healthcare Representative","2","2","3","Non-Travel","0","1","3","8","7","7","No"
"26","7","Sales","Sales Executive","2","3","3","Travel_Rarely","2","1","3","0","0","0","No"
"35","1","Sales","Sales Executive","2","3","3","Travel_Rarely","0","1","3","5","4","3","No"
"34","21","Sales","Sales Executive","2","4","4","Travel_Rarely","0","4","3","10","7","7","No"
"26","24","Research & Development","Laboratory Technician","1","1","4","Travel_Rarely","0","3","1","1","0","0","Yes"
"37","1","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","0","2","4","6","5","2","No"
"46","18","Research & Development","Healthcare Representative","3","3","3","Travel_Frequently","0","1","2","2","2","2","No"
"41","2","Sales","Manager","4","3","1","Travel_Rarely","1","2","3","18","16","8","No"
"37","9","Sales","Sales Executive","3","3","2","Non-Travel","1","1","3","9","5","7","No"
"52","6","Research & Development","Research Scientist","2","3","1","Travel_Rarely","2","4","3","10","9","9","No"
"32","11","Sales","Sales Executive","2","4","3","Non-Travel","0","4","3","4","2","2","Yes"
"24","24","Sales","Sales Representative","1","3","4","Travel_Frequently","2","4","3","2","2","1","No"
"38","10","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","1","3","3","1","0","0","No"
"37","1","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","1","2","2","6","5","3","No"
"49","18","Research & Development","Research Director","5","2","3","Travel_Rarely","1","4","3","31","9","9","No"
"24","23","Research & Development","Research Scientist","1","4","4","Travel_Rarely","2","2","3","6","5","4","No"
"26","28","Sales","Sales Executive","2","3","2","Travel_Rarely","2","1","4","5","3","4","No"
"24","17","Research & Development","Laboratory Technician","1","2","2","Travel_Rarely","1","4","3","1","0","0","No"
"50","3","Human Resources","Manager","5","3","2","Travel_Frequently","1","1","3","32","5","7","No"
"25","13","Sales","Sales Representative","1","3","3","Travel_Rarely","0","2","3","7","4","6","No"
"24","7","Research & Development","Laboratory Technician","1","3","3","Travel_Frequently","1","1","3","6","3","2","Yes"
"30","12","Sales","Sales Representative","1","2","3","Travel_Frequently","1","2","4","1","0","0","Yes"
"34","1","Research & Development","Research Scientist","1","2","4","Travel_Rarely","1","2","3","6","5","3","No"
"31","13","Sales","Sales Executive","2","3","1","Travel_Rarely","0","2","1","3","1","2","Yes"
"35","25","Research & Development","Laboratory Technician","2","2","4","Travel_Rarely","0","1","3","3","2","2","No"
"31","6","Sales","Sales Executive","2","4","4","Travel_Rarely","2","1","4","7","7","7","No"
"27","6","Research & Development","Research Scientist","1","2","3","Travel_Rarely","2","1","2","5","3","3","No"
"37","2","Sales","Sales Executive","2","3","3","Travel_Rarely","1","4","2","3","0","0","No"
"20","1","Research & Development","Research Scientist","1","2","2","Travel_Rarely","0","4","4","1","0","0","No"
"42","2","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","2","3","3","10","2","2","No"
"43","6","Research & Development","Research Director","4","2","4","Travel_Rarely","1","2","2","1","0","0","No"
"38","1","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","3","2","0","0","0","No"
"43","9","Research & Development","Laboratory Technician","2","3","3","Travel_Frequently","1","4","3","8","7","7","No"
"48","1","Research & Development","Manager","4","2","1","Travel_Rarely","1","4","1","3","2","2","No"
"44","1","Human Resources","Human Resources","2","2","3","Travel_Rarely","0","1","4","2","2","2","No"
"34","14","Sales","Sales Representative","1","3","3","Travel_Rarely","2","3","3","8","2","6","No"
"27","2","Sales","Sales Representative","1","3","1","Travel_Rarely","1","3","3","4","3","2","Yes"
"21","22","Sales","Sales Representative","1","3","3","Travel_Rarely","0","3","3","3","2","2","No"
"44","3","Research & Development","Manager","5","3","4","Travel_Rarely","1","4","4","2","2","1","No"
"22","6","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","1","3","2","2","2","No"
"33","8","Sales","Sales Executive","2","3","3","Travel_Rarely","0","3","3","5","0","2","No"
"32","9","Research & Development","Research Scientist","2","3","4","Travel_Rarely","1","1","2","6","4","5","No"
"30","3","Research & Development","Research Scientist","1","3","3","Travel_Frequently","1","3","3","1","0","0","No"
"53","1","Sales","Sales Executive","2","3","1","Travel_Rarely","0","4","4","14","7","10","No"
"34","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","2","2","10","9","8","No"
"45","26","Sales","Sales Executive","2","3","1","Travel_Frequently","2","1","3","1","1","0","Yes"
"26","6","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","1","3","3","3","2","2","No"
"37","3","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","1","3","3","10","7","8","No"
"29","3","Sales","Sales Executive","2","3","3","Travel_Rarely","1","2","2","6","0","2","No"
"35","6","Research & Development","Research Scientist","2","1","4","Travel_Rarely","0","2","3","17","11","8","No"
"33","6","Research & Development","Healthcare Representative","2","3","4","Travel_Frequently","1","3","1","13","11","7","No"
"54","7","Human Resources","Human Resources","3","3","2","Travel_Rarely","1","3","4","9","7","1","No"
"36","9","Research & Development","Manufacturing Director","2","2","2","Travel_Rarely","1","2","3","3","2","2","No"
"27","3","Research & Development","Research Scientist","1","2","4","Travel_Rarely","0","1","3","4","2","1","No"
"20","10","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","4","3","1","0","1","Yes"
"33","3","Research & Development","Research Scientist","1","3","1","Travel_Frequently","0","1","3","10","8","7","Yes"
"35","3","Research & Development","Laboratory Technician","1","2","3","Non-Travel","2","3","3","1","0","0","No"
"23","4","Research & Development","Research Scientist","1","4","1","Travel_Rarely","1","1","4","3","2","2","No"
"25","8","Sales","Sales Executive","2","4","3","Travel_Rarely","1","4","3","3","2","2","No"
"38","7","Sales","Sales Executive","2","2","4","Travel_Rarely","0","4","3","7","7","5","No"
"29","1","Research & Development","Research Scientist","1","1","4","Travel_Frequently","1","2","3","10","7","8","No"
"48","2","Sales","Sales Executive","2","4","2","Travel_Rarely","0","2","3","2","2","2","No"
"27","3","Sales","Sales Executive","2","4","4","Travel_Frequently","2","4","3","6","5","4","No"
"37","10","Research & Development","Research Scientist","1","4","4","Travel_Rarely","0","4","3","1","0","0","No"
"50","28","Research & Development","Laboratory Technician","1","4","3","Travel_Rarely","3","4","3","20","8","8","No"
"34","9","Research & Development","Healthcare Representative","3","2","2","Travel_Rarely","0","4","4","8","7","7","No"
"24","3","Sales","Sales Executive","2","3","3","Travel_Rarely","0","1","3","2","2","0","Yes"
"39","2","Research & Development","Healthcare Representative","2","2","3","Travel_Rarely","0","4","3","20","7","10","No"
"32","10","Sales","Sales Executive","2","3","4","Travel_Rarely","0","4","2","10","7","8","No"
"50","8","Sales","Sales Executive","2","3","3","Travel_Frequently","1","2","3","4","3","3","Yes"
"38","1","Research & Development","Healthcare Representative","2","4","4","Travel_Rarely","0","2","2","9","7","8","No"
"27","1","Research & Development","Manufacturing Director","3","3","1","Travel_Rarely","0","3","3","9","7","7","No"
"32","3","Research & Development","Research Director","3","3","4","Travel_Rarely","0","3","3","7","7","7","No"
"47","14","Sales","Sales Executive","2","3","1","Travel_Rarely","0","4","3","7","7","7","No"
"40","5","Sales","Sales Executive","3","2","1","Travel_Frequently","1","4","3","18","13","12","No"
"53","7","Research & Development","Research Director","4","4","3","Travel_Rarely","0","3","3","5","1","3","No"
"41","10","Human Resources","Manager","5","2","4","Travel_Rarely","3","2","2","21","6","6","No"
"60","16","Sales","Sales Executive","2","3","1","Travel_Rarely","0","1","3","2","2","2","No"
"27","10","Research & Development","Manufacturing Director","3","3","1","Travel_Frequently","2","4","2","9","7","7","No"
"41","1","Human Resources","Manager","5","2","3","Travel_Rarely","1","4","3","22","7","10","No"
"50","8","Sales","Sales Representative","1","3","2","Travel_Rarely","1","4","3","2","2","2","No"
"28","1","Research & Development","Research Scientist","1","1","2","Travel_Rarely","0","1","3","7","7","7","Yes"
"36","8","Research & Development","Research Director","3","4","1","Non-Travel","1","1","3","8","7","5","No"
"38","1","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","0","3","4","1","0","0","No"
"44","24","Research & Development","Laboratory Technician","1","1","3","Non-Travel","0","1","3","5","2","4","No"
"47","3","Sales","Sales Executive","4","3","3","Travel_Frequently","2","4","2","22","2","13","No"
"30","27","Sales","Sales Executive","2","3","3","Travel_Rarely","1","3","2","8","7","7","No"
"29","10","Sales","Sales Representative","1","3","3","Travel_Rarely","0","3","3","1","0","0","No"
"42","19","Research & Development","Research Scientist","1","4","3","Travel_Frequently","0","3","3","2","2","2","Yes"
"43","15","Sales","Sales Executive","2","2","4","Travel_Frequently","1","4","3","2","2","2","No"
"34","8","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","0","2","3","5","1","3","No"
"23","9","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","2","4","4","3","2","No"
"39","3","Human Resources","Human Resources","2","4","3","Travel_Rarely","1","3","1","8","3","6","No"
"56","9","Research & Development","Healthcare Representative","4","3","4","Travel_Rarely","0","3","2","10","7","1","No"
"40","2","Research & Development","Research Scientist","1","2","4","Travel_Rarely","0","4","2","4","2","3","No"
"27","7","Research & Development","Healthcare Representative","2","2","1","Travel_Rarely","0","4","1","7","6","7","No"
"29","10","Sales","Sales Representative","1","3","2","Travel_Rarely","2","4","3","2","2","2","No"
"53","6","Research & Development","Laboratory Technician","2","3","4","Travel_Rarely","0","4","3","2","2","2","No"
"35","2","Research & Development","Healthcare Representative","2","3","1","Non-Travel","1","4","4","1","0","0","No"
"32","7","Research & Development","Laboratory Technician","2","3","4","Travel_Frequently","2","1","3","10","8","7","No"
"38","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","1","4","1","1","0","1","No"
"34","8","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","1","2","3","0","0","0","No"
"52","3","Sales","Manager","4","2","1","Travel_Rarely","0","3","4","34","6","16","No"
"33","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","4","2","10","9","8","Yes"
"25","26","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","2","6","5","4","No"
"45","2","Sales","Sales Representative","2","1","3","Travel_Rarely","0","2","3","8","7","1","No"
"23","10","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","1","3","2","2","2","No"
"47","27","Sales","Sales Executive","2","4","3","Travel_Frequently","0","2","3","5","4","3","Yes"
"34","2","Sales","Sales Executive","2","3","4","Travel_Rarely","0","4","3","6","5","4","No"
"55","2","Research & Development","Manager","5","3","3","Travel_Rarely","1","4","3","5","2","4","Yes"
"36","7","Sales","Sales Executive","3","2","1","Non-Travel","0","1","3","10","7","9","No"
"52","19","Research & Development","Research Scientist","1","3","4","Non-Travel","1","4","3","4","3","2","No"
"26","1","Research & Development","Laboratory Technician","1","1","4","Travel_Frequently","1","1","3","2","2","0","No"
"29","27","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","1","2","2","8","7","1","No"
"26","8","Sales","Sales Executive","2","2","1","Travel_Rarely","0","4","2","4","3","2","Yes"
"34","1","Research & Development","Research Scientist","1","4","4","Travel_Rarely","0","2","3","4","2","3","No"
"54","19","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","2","4","3","5","3","4","No"
